id,id,dist,x0,y0,z0,absmag,mag,vx,vy,vz,spect,sy_pnum
31629,0,1508.8281,1496.798,156.072,-108.623,-1.434,9.459,-0.000138733,6.959903081999999e-06,-0.000375115,G,0
31630,0,1059.3019,485.31,50.609,940.231,-0.4,9.725,6.052356248399999e-06,-7.90E-06,-2.70E-06,B,0
31633,0,216.4667,148.459,15.483,-156.774,3.276,9.953,5.5260199654e-06,6.673739666e-06,-4.74E-05,G,0
31638,1886,564.9718,561.922,58.612,1.202,-0.09,8.67,7.705971987999999e-07,-7.54E-06,7.445358877e-06,G,0
31651,0,1080.6554,523.742,54.659,943.675,-0.587,9.581,1.6004711052e-06,1.81161882572e-05,-1.94E-06,B,0
31671,0,293.5921,279.89,29.224,-83.687,2.461,9.8,9.4403266914e-06,2.83874108672e-05,-1.17E-05,A,0
31674,0,665.955,563.275,58.819,350.368,0.47,9.587,2.233096657e-06,4.601303326839999e-05,-4.65E-06,K,0
31683,0,625.1057,477.121,49.836,400.785,0.986,9.966,1.1937102495999995e-06,-2.26E-05,-1.05E-05,K,0
31694,1887,76.7893,66.475,6.945,37.808,4.053,8.48,-1.96E-05,1.3168627197e-05,-9.61E-06,G,0
31706,1888,164.114,154.718,16.168,52.29,2.914,8.99,7.334981559399999e-06,-1.24E-05,4.3343537402e-06,F,0
31715,1889,381.9913,243.032,25.409,293.611,0.85,8.76,4.3609260574e-06,1.8631282406e-06,-5.45E-06,A,0
31718,0,580.1708,543.382,56.821,195.205,0.681,9.499,-3.53E-06,-1.83E-05,-5.01E-05,K,0
31719,0,604.0399,295.506,30.901,525.914,0.106,9.011,1.4134428725999998e-06,5.000705694599999e-06,-1.40E-05,A,0
31722,0,733.4555,421.65,44.094,598.518,-0.641,8.686,7.050862167799999e-06,-2.24E-05,-3.32E-06,B,0
31723,1890,171.3029,133.904,14.004,-105.917,2.851,9.02,-1.76E-05,8.834273456799999e-06,-5.12E-06,F,0
31724,0,370.1876,228.452,23.892,290.306,1.04,8.882,-1.88E-06,2.42278212132e-05,-1.55E-05,K,0
31730,1892,54.5554,26.337,2.755,47.697,2.886,6.57,2.4001956517e-05,-2.73E-05,-1.17E-05,F,0
31732,1891,84.6024,73.233,7.661,41.663,3.613,8.25,-1.09E-06,1.71125722768e-05,-1.24E-06,G,0
31733,0,110.8047,109.014,11.404,16.236,4.412,9.635,-7.78E-06,-4.10E-05,-4.24E-05,F,0
31737,0,151.4641,38.363,4.014,-146.47,3.766,9.668,-5.63E-07,-3.35E-05,-2.07E-05,F,0
31739,0,508.2261,295.961,30.965,411.998,0.674,9.204,-7.80E-06,-2.56E-05,-2.21E-05,K,0
31747,0,170.1112,169.185,17.706,-0.772,3.812,9.966,-5.25E-06,1.2626960731e-05,-1.36E-05,G,0
31767,0,159.0634,156.307,16.369,24.52,3.556,9.564,6.910846496399999e-06,-1.97E-05,-1.52E-05,F,0
31771,0,299.5213,297.785,31.188,8.042,1.568,8.95,-7.76E-05,0.000111678,6.581758568e-06,G,0
31775,0,177.9035,151.227,15.841,-92.353,3.107,9.358,-2.94E-05,-5.60E-06,-9.76E-05,K,0
31782,0,746.6642,733.401,76.834,117.164,0.03,9.396,-2.96E-05,3.3905254734999995e-05,-1.74E-05,K,0
31787,0,528.6962,112.507,11.789,-516.452,0.777,9.393,6.545988141e-06,6.271475664079999e-05,1.42386739704e-05,K,0
31806,1893,50.7206,48.871,5.124,-12.568,5.194,8.72,-9.92E-06,1.82051033186e-05,-1.46E-06,G,0
31821,1894,180.8318,179.458,18.823,11.862,1.604,7.89,2.1073891564e-06,-1.49E-05,-8.16E-06,K,0
31858,0,132.7414,50.948,5.35,122.458,3.403,9.018,-3.50E-06,5.30209709238e-05,4.0839607512e-06,F,0
31860,0,144.9257,141.977,14.908,24.975,4.1,9.906,-6.93E-06,6.24868479202e-05,2.0705967172e-06,G,0
31862,1896,770.1291,500.452,52.55,582.996,-0.863,8.57,1.6004711052e-06,-1.74E-05,-2.45E-05,A,0
31865,1897,57.1429,54.012,5.672,17.772,5.905,9.69,2.37801798696e-05,-6.77E-05,-5.07E-05,K,0
31871,1898,197.8069,174.635,18.341,-91.07,2.839,9.32,1.6027195320399998e-05,-1.14E-06,3.3205176378e-06,F,0
31881,0,455.7199,271.733,28.551,364.728,1.225,9.518,-9.70E-06,-1.50E-05,-2.84E-05,A,0
31883,1899,60.3274,57.122,6.002,-18.452,3.517,7.42,-6.57E-06,3.09945639894e-05,1.25625739624e-05,F,0
31885,0,509.4238,355.95,37.402,362.51,0.744,9.279,7.7131260734e-06,4.669267138139999e-05,-2.20E-06,K,0
31892,1900,137.7075,136.701,14.366,-8.348,1.655,7.35,1.0158801268e-06,1.2361237559e-05,-4.05E-06,A,0
31895,0,279.1887,48.569,5.104,274.884,2.475,9.704,-1.57E-06,-1.51E-05,-2.52E-05,A,0
31899,0,696.0591,357.76,37.607,595.896,0.192,9.405,-8.08E-06,-1.79E-06,-2.27E-05,A,0
31905,0,484.8015,200.613,21.091,440.843,0.28,8.708,5.3957134099e-05,-2.11E-05,-2.35E-05,A,0
31923,0,129.8374,112.415,11.824,63.881,3.356,8.923,-2.40E-05,-1.53E-05,-2.67E-05,F,0
31928,0,449.7596,320.749,33.742,313.473,1.057,9.322,-3.01E-06,2.30903216346e-05,4.413048679599999e-06,K,0
31953,0,198.9982,56.167,5.913,-190.816,3.465,9.959,1.27526682316e-05,5.279408421539999e-05,2.99418914234e-05,F,0
31973,1903,238.1981,202.649,21.349,123.352,1.845,8.73,1.09590368206e-05,1.7365009290199998e-05,6.356915884e-07,A,0
31980,1904,1186.9128,937.577,98.795,-721.077,-2.072,8.3,-4.01E-05,7.0937866802e-06,-1.97E-05,B,0
31983,0,602.447,167.006,17.598,578.569,0.484,9.384,-1.94E-05,3.6986621518e-06,-2.92E-05,K,0
31984,0,144.9495,100.596,10.601,103.819,3.68,9.486,8.9007042498e-06,4.83595732796e-05,-1.02E-05,F,0
31995,0,354.1844,243.382,25.659,256.034,1.471,9.217,2.2218545228e-06,5.677890978319999e-05,-7.80E-06,F,0
31998,0,81.7083,38.768,4.087,71.809,4.068,8.629,-8.54E-06,3.18326139934e-05,4.25800942886e-05,G,0
32011,1905,160.0691,113.997,12.026,111.724,0.638,6.66,-4.71E-06,-7.81E-06,-9.81E-06,F,0
32024,1906,154.4674,111.974,11.819,-105.747,3.206,9.15,1.2354083473599998e-05,-1.60E-05,-1.75E-05,F,0
32027,0,441.9587,163.371,17.245,410.292,0.918,9.145,1.9898577534e-06,-1.39E-06,-9.80E-06,A,0
32028,1907,329.5968,206.75,21.826,255.758,1.26,8.85,-2.53E-05,-2.91E-05,-7.67E-05,G,0
32046,1908,73.7752,37.963,4.01,-63.131,4.72,9.06,-1.03E-05,-1.76E-05,-0.000134495,G,0
32051,1909,559.2394,186.158,19.665,-526.979,0.532,9.27,-5.55E-06,0.000115185,1.28701996346e-05,K,0
32068,0,167.3941,90.433,9.558,140.539,1.935,8.054,9.322795288399998e-06,-2.07E-06,-7.17E-05,K,0
32071,0,453.8662,347.38,36.725,-289.781,1.162,9.447,3.7374986154e-05,-5.16E-06,7.234824363799999e-06,G,0
32121,1911,286.961,215.39,22.81,-188.237,2.701,9.99,-7.79E-06,-9.67E-06,-1.01E-05,G,0
32134,1912,111.4143,64.233,6.808,-90.779,2.355,7.59,-2.81E-05,8.7576225418e-06,-1.84E-05,F,0
32153,1913,461.0581,438.987,46.56,-133.029,1.171,9.49,-1.72E-05,3.60933828552e-05,-2.22E-05,A,0
32158,1915,267.2123,243.861,25.869,-106.137,0.696,7.83,-1.95E-05,6.324211493599999e-06,-3.16E-05,G,0
32162,1914,66.9397,16.465,1.747,-64.86,4.172,8.3,-2.55E-05,-8.69E-08,-1.19E-05,G,0
32166,0,207.4916,148.072,15.712,-144.501,3.029,9.614,-1.38E-05,-2.36E-05,-3.35E-05,F,0
32171,1916,146.6056,101.505,10.772,105.233,2.259,8.09,-4.10E-06,3.95038375666e-05,1.6219333613999998e-06,A,0
32178,1917,181.1913,179.623,19.069,-14.225,2.669,8.96,1.92679960066e-05,-1.71E-05,-9.75E-06,F,0
32182,1918,97.2415,57.08,6.06,78.492,2.581,7.52,-7.97E-06,1.62019594066e-05,-4.94E-05,F,0
32189,1919,175.1391,165.961,17.625,53.103,3.203,9.42,-1.57E-05,-1.44E-05,-4.70E-05,G,0
32203,1921,306.7485,187.712,19.945,241.787,-1.854,5.58,-1.40E-06,2.03257786336e-05,-9.66E-06,B,0
32214,0,303.5567,54.807,5.826,298.511,1.228,8.639,-2.91E-05,-6.99E-05,-3.49E-05,K,0
32218,0,197.8213,61.689,6.558,187.842,3.057,9.538,-5.71E-06,3.2801481559e-05,9.30031102e-08,F,0
32221,0,633.4571,343.14,36.48,531.217,0.868,9.877,4.660375632e-07,-2.79E-05,-1.86E-05,G,0
32233,1923,78.6881,16.491,1.754,76.921,3.96,8.44,1.1698973653399998e-05,-3.52E-05,-1.59E-05,F,0
32237,0,947.1136,491.42,52.265,807.96,0.07,9.952,7.266506742e-06,-5.83E-08,-4.42E-06,A,0
32241,0,826.6912,616.707,65.593,546.615,-0.06,9.527,9.3534556544e-06,-1.22E-06,-5.57E-05,K,0
32247,1924,96.5384,95.961,10.208,2.622,2.856,7.78,-1.15E-06,2.3582931515e-05,-4.97E-05,G,0
32248,1925,437.3557,214.466,22.817,380.478,-0.654,7.55,-5.65E-07,1.86077761254e-05,-1.11E-05,B,0
32250,1926,576.5934,248.64,26.454,519.556,-0.194,8.61,-7.98E-07,1.7388515570799998e-05,-5.99E-06,B,0
32251,0,1188.6252,970.348,103.244,678.672,-1.152,9.223,1.2023973533e-05,-1.01E-05,-2.64E-06,M,0
32257,0,186.4338,63.496,6.758,175.158,2.379,8.732,4.0512563608e-06,3.8739372441e-05,-1.56E-05,F,0
32265,1927,664.9884,661.097,70.38,-14.406,-0.734,8.38,9.407622301e-06,3.638363432e-06,-1.42E-05,K,0
32269,1928,218.7481,190.282,20.261,-105.987,1.42,8.12,-4.34E-06,2.1937491873e-05,4.4988977044e-06,A,0
32271,0,818.8449,671.965,71.552,462.439,-0.476,9.09,-1.69E-05,-1.66E-05,-5.18E-05,M,0
32277,0,434.0126,196.551,20.935,386.389,0.495,8.683,2.00069108272e-05,6.946616923399999e-06,2.800313428e-06,K,0
32278,1929,725.9627,586.666,62.487,-423.013,-0.925,8.38,-2.15E-05,1.37072276264e-05,-3.04E-05,K,0
32291,0,331.336,197.214,21.012,265.422,0.799,8.4,-3.06E-05,8.18611331956e-05,-2.99E-05,K,0
32292,1930,397.2665,211.279,22.511,335.671,0.365,8.36,5.871460089e-06,1.2556441889199998e-05,-4.54E-06,A,0
32302,1931,84.9897,46.46,4.952,-70.994,4.353,9,6.253692651799999e-06,3.323788076839999e-05,-4.05E-06,G,1
32312,1932,193.1067,72.109,7.689,178.973,2.751,9.18,-1.08E-05,-4.85E-06,-4.83E-05,F,0
32331,1933,49.3963,44.57,4.757,-20.758,6.092,9.56,-1.41E-05,6.888362228e-05,-5.58E-05,K,0
32336,0,573.6319,322.411,34.416,473.202,0.023,8.816,-1.45E-05,-2.19E-05,-2.00E-05,G,0
32339,1934,170.5446,151.902,16.216,75.818,1.961,8.12,-1.30E-05,-2.54E-05,-2.78E-05,K,0
32351,0,1377.4425,797.806,85.194,1119.641,-1.311,9.384,-4.25E-06,-9.63E-06,-3.83E-05,K,0
32363,1935,225.8701,122.468,13.082,189.335,1.741,8.51,-1.08E-06,1.92618639334e-05,-2.91E-05,A,0
32373,0,218.663,56.916,6.081,-211.038,2.693,9.392,5.7713028934e-06,1.6321534833999998e-06,-1.53E-05,G,0
32391,0,166.6444,73.367,7.845,149.419,3.179,9.288,1.23581715224e-05,3.81220770722e-05,2.67981818962e-05,F,0
32395,0,1688.5563,792.359,84.737,1488.694,-2.312,8.826,-1.05E-05,-1.92E-05,-1.98E-05,A,0
32402,0,208.7883,155.89,16.676,-137.886,3.292,9.891,-6.15E-06,3.98043091534e-05,8.106600770399999e-06,F,0
32403,0,290.4447,283.826,30.363,-53.659,2.365,9.68,2.57168929886e-05,9.078534372599998e-06,3.25694847896e-05,F,0
32408,1936,17.9134,15.867,1.698,-8.14,6.654,7.92,-9.81E-08,5.80983275334e-05,5.0763345974e-06,K,0
32409,0,398.5604,332.208,35.553,217.311,1.65,9.652,5.49137375182e-05,-8.63E-06,-8.55E-05,K,0
32415,0,390.1442,331.113,35.447,203.273,1.213,9.169,9.4904052892e-06,2.8243307147e-05,-1.92E-05,K,0
32419,1937,71.4427,14.466,1.549,-69.946,4.54,8.81,-5.33E-07,2.0992130588e-06,-4.59E-06,G,0
32422,0,1720.2568,811.066,86.844,-1514.567,-1.271,9.907,-0.000210213,1.18461434102e-05,-0.000222773,G,0
32423,0,445.2329,350.392,37.518,272.122,1.185,9.428,3.45920469334e-05,4.22131919088e-05,-5.04E-05,K,0
32448,1938,504.155,498.796,53.451,50.177,1.257,9.77,-3.64E-06,3.5806197427e-05,1.69235000198e-05,G,0
32460,0,611.9476,363.323,38.949,490.876,0.959,9.893,9.5261757162e-06,-2.19E-05,-2.55E-05,K,0
32471,0,244.7913,217.026,23.283,-110.817,1.414,8.358,4.136083373399999e-06,-2.23E-05,-2.84E-05,A,0
32472,1939,171.1364,170.032,18.242,-6.626,-0.087,6.08,1.5974050686e-05,-2.64E-05,-3.50E-05,K,0
32487,0,547.0491,451.589,48.47,304.927,1.036,9.726,1.7905653744e-06,7.038598021399999e-06,-1.22E-05,K,0
32490,0,517.08,493.645,52.989,-144.494,0.943,9.511,3.4002345893999995e-06,2.39038433458e-05,-2.25E-05,K,0
32509,1940,192.4832,168.325,18.08,-91.595,2.838,9.26,2.89117031258e-05,1.7001172947e-05,-7.82E-06,G,0
32512,0,579.4856,317.685,34.126,483.441,0.805,9.62,-1.41E-05,1.2848737378399998e-05,-2.64E-05,A,0
32541,1941,595.9741,590.61,63.505,-48.292,-1.326,7.55,2.304637511e-06,-1.91E-05,-8.74E-06,M,0
32544,0,125.6048,27.853,2.995,122.441,4.2,9.695,-3.68E-06,2.76188576928e-05,-1.27E-05,G,0
32551,1942,112.8116,61.143,6.577,94.577,2.998,8.26,-6.26E-06,2.03400868044e-05,-8.66E-06,F,0
32552,1943,324.9682,322.544,34.698,19.126,0.771,8.33,2.3398969319e-05,1.5406833915e-05,-4.26E-05,K,0
32568,0,182.0423,160.676,17.29,83.808,3.61,9.911,-1.55E-05,-4.23E-06,-4.58E-05,G,0
32571,1944,161.5102,145.845,15.694,-67.59,3.279,9.32,-1.44E-05,3.2438667227999995e-06,-3.55E-05,F,0
32588,0,761.2479,756.534,81.444,22.832,0.075,9.483,1.1554869933199998e-05,-2.95E-05,-4.10E-05,G,0
32596,0,145.9641,132.032,14.216,-60.588,4.16,9.981,-1.34E-05,6.5592742996e-05,2.0762177843e-05,G,0
32628,0,151.0647,25.821,2.783,148.816,3.453,9.349,6.279242956799999e-06,2.34694881608e-05,1.40690199452e-05,F,0
32631,1946,174.527,165.958,17.887,50.968,2.281,8.49,-5.45E-06,1.0542055843e-05,-6.78E-06,A,0
32669,0,899.954,486.843,52.524,-755.078,-0.218,9.553,-1.39E-05,-2.19E-05,-6.26E-05,K,0
32676,1948,179.5912,173.01,18.67,44.406,0.209,6.48,-1.66E-05,1.14782190182e-05,-5.28E-06,K,0
32680,1949,182.2807,173.848,18.763,51.489,1.826,8.13,5.471853318799999e-06,1.80875719156e-05,-1.59E-06,F,0
32681,0,596.2061,436.632,47.124,403.228,0.84,9.717,4.5643064852e-06,-7.75E-06,-2.55E-05,K,0
32684,1950,108.8722,104.186,11.245,-29.53,3.945,9.13,-2.66E-05,8.119886929e-06,-1.71E-06,G,0
32709,1951,216.688,161.782,17.472,143.091,2.631,9.31,-1.88E-05,4.85987241344e-05,3.0453919535599995e-05,K,0
32716,1952,209.1017,177.498,19.174,108.86,0.158,6.76,1.00504679748e-05,9.225704129399998e-06,-8.59E-06,B,0
32717,0,208.5316,205.343,22.186,-28.767,2.795,9.391,-3.27E-07,-6.25E-06,-1.59E-05,F,0
32720,0,186.5833,154.978,16.745,-102.542,3.227,9.581,-1.29E-05,-1.41E-05,-2.18E-05,F,0
32723,0,452.2925,291.9,31.543,344.046,0.263,8.54,7.491349425999999e-07,9.720358034199998e-06,-1.58E-05,A,0
32730,0,965.6268,958.295,103.566,-58.143,-0.389,9.535,-5.54E-05,2.10810456494e-05,-5.82E-05,K,0
32740,0,398.9606,396.647,42.878,1.463,1.269,9.274,-6.11E-07,1.5285214463199997e-05,3.413520748e-07,A,0
32743,0,404.2603,401.284,43.382,-22.701,1.196,9.229,-3.44E-05,8.82773257872e-05,-2.81E-05,K,0
32745,0,1113.1518,469.763,50.789,-1007.894,-0.631,9.602,-1.44E-05,-3.73E-05,-0.000165891,K,0
32749,1953,130.2666,35.188,3.805,-125.366,4.056,9.63,-9.21E-06,7.726412231999999e-07,-2.96E-08,F,0
32757,0,582.7106,330.818,35.78,-478.363,0.842,9.669,2.0092759852e-05,5.5066017336e-05,8.530735833399998e-06,G,0
32770,0,294.1613,251.504,27.214,150.12,2.104,9.447,6.84748174e-07,-1.84E-05,-1.66E-05,G,0
32782,1954,28.359,16.579,1.794,-22.938,5.007,7.27,-2.32E-06,2.8851404406e-05,-7.67E-06,G,0
32793,0,120.5662,49.121,5.319,109.977,3.465,8.871,-2.44E-05,-7.00E-06,-2.52E-05,G,0
32832,0,119.1551,117.119,12.695,-17.889,3.942,9.323,1.64308901394e-05,4.608866217119999e-05,-1.05E-05,G,0
32834,1956,255.6151,238.693,25.873,87.722,0.832,7.87,-9.67E-06,-3.84E-05,-2.81E-05,K,0
32835,1955,34.8918,21.81,2.364,-27.133,4.096,6.81,-3.79E-05,8.86575143256e-05,-3.37E-05,G,0
32845,0,193.6651,76.84,8.332,-177.573,3.354,9.789,-3.77E-05,-1.55E-05,-4.07E-05,F,0
32855,0,304.8923,158.767,17.222,259.723,1.786,9.207,-5.67E-07,5.160650603899999e-05,-5.44E-06,F,0
32858,1958,202.9958,183.952,19.956,-83.49,1.793,8.33,-5.89E-06,2.0246061682e-05,2.1738199493999995e-06,F,0
32867,0,230.2498,151.142,16.399,172.923,2.877,9.688,-4.61E-06,-9.11E-06,-8.84E-06,F,0
32868,1959,204.7008,107.799,11.698,-173.623,2.874,9.43,-7.80E-06,4.772388169119999e-05,1.4790560558399998e-05,F,0
32869,0,145.8952,136.425,14.804,-49.542,3.872,9.692,-1.05E-05,-5.21E-06,-1.20E-05,F,0
32895,1960,262.4526,123.173,13.376,231.368,-1.715,5.38,2.40172867e-07,1.80926819766e-05,-3.22E-06,B,0
32911,0,597.6489,153.301,16.656,-577.413,0.909,9.791,-6.91E-06,1.60006230032e-05,-1.04E-05,K,0
32913,1961,123.0377,112.212,12.192,-48.971,3.01,8.46,-7.41E-06,-3.50E-05,-2.67E-05,F,0
32915,0,370.2502,246.727,26.809,274.759,0.832,8.674,-8.56E-06,3.54055686446e-05,-1.35E-05,G,0
32919,0,1037.7072,975.381,106.007,-337.98,-0.228,9.852,-9.48E-06,-1.26E-05,-4.01E-05,K,0
32934,1962,325.0285,306.476,33.331,-102.982,-0.66,6.9,-7.08E-05,-1.59E-05,-8.27E-05,K,0
32937,1963,568.1527,348.583,37.913,447.046,0.698,9.47,2.57639055498e-05,1.9091187896e-06,2.2627350108e-05,F,0
32944,1964,176.6479,171.956,18.707,-35.855,1.844,8.08,1.56337206234e-05,9.458722911e-06,-1.55E-05,F,0
32945,0,572.4572,292.346,31.803,-491.151,1.039,9.828,-3.91E-05,5.5735435327e-05,-6.98E-05,G,0
32950,0,93.7201,68.68,7.472,-63.33,4.443,9.302,-1.95E-05,3.09383533184e-05,-5.55E-05,K,0
32956,0,430.1886,426.478,46.409,-32.02,1.084,9.252,4.1820739224e-06,9.36091634346e-05,-1.61E-05,K,0
32957,0,272.9334,211.641,23.031,170.793,2.611,9.791,1.77084053894e-05,2.897404587e-06,-2.42E-05,A,0
33004,0,280.697,183.699,20.019,211.293,1.997,9.238,-2.45E-06,-2.50E-05,-2.86E-05,A,0
33014,0,254.0515,250.255,27.277,34.213,2.696,9.721,-2.13E-05,6.834910989939998e-05,-1.55E-05,F,0
33016,0,243.0788,239.897,26.15,29.205,2.909,9.838,-4.01E-05,4.17880348336e-05,1.7854553133999997e-05,G,0
33029,0,225.0619,205.25,22.383,-89.577,3.111,9.873,-2.44E-05,4.32219179502e-05,-1.17E-05,F,0
33032,1967,286.5811,273.817,29.862,-79.128,0.824,8.11,1.75060469738e-05,5.289935147199999e-06,-8.39E-06,G,0
33052,0,202.8256,197.246,21.522,-42.059,3.043,9.579,-1.64E-05,-5.82E-07,-2.59E-06,F,0
33075,0,774.9049,530.976,57.996,561.408,-0.454,8.992,-4.39E-06,-2.78E-05,-2.14E-05,G,0
33076,0,689.2813,514.666,56.217,455.046,0.508,9.7,1.8692603138e-05,2.15511712614e-05,4.3987405088e-06,K,0
33077,1969,145.2838,135.763,14.83,-49.556,3.009,8.82,5.9460669796e-06,-3.67E-06,-6.21E-06,F,0
33082,1970,97.28,71.994,7.865,-64.949,2.69,7.63,-1.78E-06,4.11329250134e-05,4.3128914840000006e-07,G,0
33084,0,447.107,113.061,12.352,-432.399,1.254,9.506,-4.89E-05,4.07895289142e-05,-8.58E-06,G,0
33089,0,107.4125,101.328,11.073,-33.874,4.238,9.393,-3.82E-05,2.32160291352e-05,-6.21E-05,G,0
33094,0,324.5705,149.678,16.359,287.532,1.373,8.93,-1.19E-05,-4.61E-06,-3.78E-05,K,0
33101,0,79.4123,34.667,3.789,-71.345,4.367,8.866,-7.76E-06,-2.82E-05,-1.69E-05,F,0
33112,0,1485.9019,488.31,53.395,-1402.358,-0.864,9.996,-1.06E-05,-8.78E-05,3.7671369692e-06,M,0
33114,0,280.8256,164.582,17.998,226.83,1.331,8.573,1.5463044585999998e-06,9.9278265108e-06,-6.38E-06,A,0
33115,1972,570.5147,393.664,43.049,410.685,0.719,9.5,3.2530648326e-06,-1.75E-05,-1.92E-05,A,0
33122,1973,131.8852,61.132,6.686,-116.67,2.539,8.14,-2.40E-05,6.941813466059999e-05,7.9900913796e-06,F,0
33125,0,265.4209,24.124,2.639,264.309,2.844,9.964,-1.48E-05,-3.79E-05,-2.23E-05,G,0
33145,1974,357.7565,354.527,38.812,-28.179,0.872,8.64,-1.44E-05,1.84156378318e-05,1.9683954972e-06,A,0
33181,1976,47.0146,40.186,4.405,-24.001,4.209,7.57,-2.80E-05,-4.11E-05,-5.44E-05,G,0
33200,0,152.8218,45.382,4.978,-145.843,3.106,9.027,-2.44E-05,1.34128881128e-05,1.46219285454e-05,G,0
33234,1977,88.0378,54.502,5.985,-68.879,3.957,8.68,-1.73E-05,6.76183711764e-05,-1.14E-05,G,0
33238,0,440.3261,102.32,11.236,428.125,1.453,9.672,2.396618609e-06,1.50409535474e-05,-1.37E-05,A,0
33239,0,277.4128,251.098,27.575,114.661,2.743,9.959,5.840799722999999e-06,-1.54E-05,-8.94E-07,F,0
33241,1978,41.9111,29.102,3.196,29.99,6.498,9.61,9.2962229712e-06,5.57211271562e-05,-1.50E-05,K,0
33252,0,845.6702,133.222,14.634,834.982,-0.394,9.242,2.9898966911e-05,2.7834502267e-05,-1.85E-05,K,0
33258,1979,161.7713,101.789,11.183,125.235,2.225,8.27,-5.38E-06,2.1906831507e-05,-1.34E-05,A,0
33259,1980,114.1044,98.377,10.809,56.788,3.053,8.34,-7.86E-06,-6.90E-06,-3.13E-05,F,0
33260,0,253.5995,242.979,26.697,-67.535,2.693,9.714,-2.33E-05,5.531436630059999e-05,-2.07E-05,F,0
33262,1981,649.3449,500.581,55.002,409.929,-0.722,8.34,-9.31E-06,2.8836074223e-05,-3.20E-05,K,0
33300,1982,158.2278,94.55,10.4,126.444,-0.276,5.72,3.7620269082e-06,2.03114704628e-05,8.3058931494e-06,B,0
33301,1983,382.7649,346.006,38.058,159.187,0.445,8.36,-1.02E-05,3.750784774e-05,2.3669802552e-06,G,0
33303,1984,276.2431,213.286,23.46,173.98,1.284,8.49,8.907858335199999e-06,1.2989775062e-05,-1.27E-05,G,0
33305,1985,132.3055,54.748,6.022,-120.296,2.992,8.6,-2.18E-05,2.52140629862e-05,-5.44E-06,F,0
33313,0,243.3572,239.621,26.367,33.306,2.796,9.727,-6.41E-06,-5.63E-05,-2.17E-05,G,0
33315,0,284.6569,185.338,20.396,215.09,1.512,8.784,5.6680796612e-06,4.86293845004e-05,-3.04E-07,A,0
33327,0,231.4776,84.598,9.312,215.263,2.782,9.605,8.262968637e-06,-2.24E-05,1.4951016473799998e-05,F,0
33332,1986,95.2834,80.451,8.858,-50.28,3.895,8.79,6.699289970999999e-06,-1.45E-05,-2.13E-05,G,0
33340,0,451.4369,313.516,34.528,322.972,0.702,8.975,-1.29E-05,-5.13E-05,-2.65E-05,K,0
33344,0,1104.8276,495.072,54.527,986.192,-1.415,8.801,-1.08E-05,-2.23E-05,-2.91E-05,A,0
33347,0,676.2117,612.895,67.506,277.606,0.211,9.361,-4.92E-05,-6.02E-06,1.88786093584e-05,K,0
33350,0,512.7622,509.332,56.103,18.931,0.897,9.447,-3.39E-06,3.52839491928e-05,-4.12E-05,K,0
33352,0,283.7084,184.48,20.321,-214.581,2.547,9.811,-7.16E-06,4.010580275239999e-05,1.27782185366e-05,F,0
33353,1987,43.8212,29.119,3.208,32.59,4.312,7.52,-8.67E-06,5.763433399459999e-05,9.76021651e-07,F,0
33379,0,665.2821,424.168,46.763,510.387,-0.178,8.937,-5.81E-05,9.94601832796e-05,-5.04E-05,K,0
33387,1988,346.3071,147.438,16.258,312.932,0.643,8.34,-1.20E-07,3.04518755112e-05,-2.47E-06,K,0
33389,0,437.9936,408.552,45.055,151.308,1.339,9.546,-5.11E-05,1.5144176779599998e-05,-4.94E-05,K,0
33402,1990,546.4677,479.248,52.875,257.202,-0.208,8.48,-8.18E-06,6.196868773479999e-05,-2.23E-05,K,0
33403,1989,62.0306,58.965,6.506,18.128,3.927,7.89,-4.00E-06,2.5606515671e-05,-1.89E-05,F,0
33417,1991,595.8644,251.815,27.795,-539.325,0.454,9.33,5.820359479e-06,-3.90E-05,-1.97E-05,K,0
33426,0,184.1175,66.158,7.304,171.666,2.878,9.203,-3.81E-05,3.89775012836e-05,1.30265675012e-05,G,0
33455,0,730.4615,500.658,55.321,529.013,0.043,9.361,-4.85E-05,0.000122683,-0.000137124,K,0
33465,1992,184.5349,130.911,14.47,-129.252,3.44,9.77,-3.29E-06,5.58652308764e-05,-3.98E-05,G,0
33472,0,843.2742,837.739,92.616,-26.975,-0.082,9.548,-4.60E-06,-7.77E-06,3.9337249578e-06,K,0
33475,0,703.0426,322.196,35.622,623.851,-0.002,9.233,1.39433124446e-05,-1.29E-05,-3.54E-06,A,0
33485,0,590.875,354.759,39.236,470.893,-0.446,8.411,2.9955177582e-06,8.2333302832e-06,-2.94E-06,A,0
33486,1994,402.2532,210.295,23.262,-342.115,0.808,8.83,1.8222477526e-06,3.742302072739999e-05,1.26872594508e-05,G,0
33521,0,711.3932,705.001,78.097,-54.351,-0.342,8.919,4.7130092603e-05,7.168291369579999e-05,-5.96E-05,K,0
33528,0,340.4774,278.287,30.833,-193.727,1.533,9.193,-2.28E-05,5.4514130748e-06,4.69369322972e-05,G,0
33529,0,458.8774,289.92,32.122,354.236,1.226,9.534,1.60282173326e-05,3.4825065715e-05,-9.65E-06,A,0
33537,1996,777.3672,632.619,70.109,446.293,-2.083,7.37,2.1845510775e-05,-4.14E-05,-1.54E-05,K,0
33554,0,278.2619,239.286,26.527,139.529,1.203,8.425,-3.19E-06,4.01569033624e-05,6.436632835599999e-06,G,0
