id,id,dist,x0,y0,z0,absmag,mag,vx,vy,vz,spect,sy_pnum
109763,6774,753.9945,273.88,109.399,693.923,-0.107,9.28,3.984825567799999e-06,-8.13E-06,-9.22E-06,B,0
109764,6772,56.5222,32.34,12.918,-44.519,4.329,8.09,1.4260136226599998e-05,9.26719782472e-05,-2.75E-05,F,0
109766,6775,853.8191,423.433,169.143,721.874,-1.107,8.55,-5.25E-06,-8.34E-06,-3.73E-05,B,0
109773,6776,42.0509,32.229,12.875,23.744,3.151,6.27,-8.53E-07,3.561712517e-05,5.7927651496e-06,F,0
109794,6777,826.851,767.283,306.618,30.724,-0.557,9.03,-1.35E-05,-3.13E-05,-4.78E-06,K,0
109803,6778,92.3982,64.57,25.807,60.845,3.912,8.74,1.95071468614e-05,3.163127758999999e-05,-3.54E-05,G,0
109810,0,232.3143,184.113,73.591,-121.065,2.939,9.769,2.6735839152e-06,5.98316602246e-05,4.6164291074e-06,G,0
109819,6779,159.6315,63.321,25.311,144.333,2.204,8.22,1.7476408619999998e-06,3.8299907195e-05,4.2689449594e-06,A,0
109822,0,191.7659,95.702,38.257,161.715,3.053,9.467,-7.15E-06,9.4750751062e-06,-2.27E-05,F,0
109834,6780,90.1509,46.286,18.506,-75.115,3.905,8.68,7.726412231999999e-06,-1.40E-05,1.6761000079999995e-06,F,0
109855,0,206.0538,166.129,66.435,-102.205,2.938,9.508,-2.91E-05,2.943395136e-06,-1.72E-05,F,0
109877,0,216.7746,166.198,66.48,-122.27,3.002,9.682,2.17872560796e-05,2.97988097154e-05,1.2180341399599998e-05,F,0
109880,0,5179.613,3089.167,1235.722,3969.689,-4.614,8.957,3.19235730792e-05,4.592922826799999e-06,-4.97E-05,K,0
109891,0,868.4216,448.849,179.573,721.418,0.26,9.954,-3.80E-06,-5.70E-06,-1.62E-05,B,0
109896,6781,91.2175,63.675,25.475,-60.142,3.95,8.75,-5.41E-06,1.4659742996799998e-05,3.7436306886e-06,F,0
109917,6782,103.1314,73.718,29.5,65.814,2.833,7.9,2.45262487756e-05,-1.38E-05,-2.13E-05,F,0
109923,0,141.5746,116.579,46.655,65.391,3.3,9.055,2.90231024556e-05,2.1860840957999995e-06,4.09029722684e-05,G,0
109927,0,576.128,377.58,151.118,408.069,0.516,9.319,-4.33E-06,4.105014202519999e-05,-1.12E-05,A,0
109932,0,196.0236,180.118,72.09,28.031,3.439,9.901,-1.45E-05,-3.88E-05,-4.88E-05,K,0
109946,0,399.8873,250.874,100.423,294.767,1.66,9.67,4.9424509992e-06,2.09798664416e-05,7.840877598399999e-06,A,0
109954,6783,234.0484,216.802,86.799,15.533,0.793,7.64,-3.56E-05,-2.58E-05,-6.64E-05,K,0
109978,0,701.3574,349.585,140.003,591.685,0.396,9.626,5.781523015399999e-06,-2.24E-06,-2.08E-05,A,0
109989,6784,533.6305,203.281,81.415,486.631,0.544,9.18,8.2701227224e-06,-4.82E-06,-8.65E-06,B,0
109990,0,478.8829,403.417,161.573,-201.19,1.074,9.475,-7.02E-05,3.382349375899999e-05,-0.000235763,G,0
110004,0,276.748,243.807,97.665,-87.232,2.668,9.878,2.8887174833e-05,1.64482643468e-05,1.6193783309e-05,A,0
110015,0,377.141,196.871,78.868,311.861,1.646,9.529,-2.02E-07,1.17296340194e-05,4.1074670318e-06,G,0
110025,6785,804.299,509.467,204.122,587.941,-0.347,9.18,-4.03E-05,-2.82E-05,-7.21E-05,K,0
110033,6786,63.1818,50.908,20.398,31.372,3.267,7.27,-3.48E-06,3.15025040528e-05,-1.33E-05,F,0
110036,0,1065.0776,891.831,357.357,459.7,-0.621,9.516,1.29018820128e-05,-3.80E-05,-3.34E-05,K,0
110052,0,776.6344,649.068,260.116,337.951,0.295,9.746,-1.45E-06,6.23335460902e-05,1.3023501464599998e-05,K,0
110062,0,115.8135,94.833,38.006,54.544,4.664,9.983,-4.39E-05,1.579008849e-06,-4.09E-05,G,0
110064,6787,752.4722,453.269,181.659,572.504,-1.072,8.31,1.001571956e-07,-3.96E-06,-2.43E-05,A,0
110071,6788,155.5425,143.313,57.439,18.855,2.331,8.29,-4.91E-05,9.116348824e-05,-1.62E-05,K,0
110093,6789,127.0213,109.051,43.721,-48.277,0.911,6.43,-1.66E-05,-7.51E-06,-4.82E-05,K,0
110105,6790,163.274,151.545,60.765,0.165,2.375,8.44,2.40591892002e-05,1.51196484868e-05,-2.17E-06,F,0
110133,6791,92.5206,80.511,32.291,-32.177,2.059,6.89,1.6129396540399998e-05,1.28763317078e-05,4.166743739399999e-06,F,0
110142,6792,261.4053,241.096,96.706,29.211,1.633,8.72,1.09365525522e-05,-1.27E-05,-6.22E-06,F,0
110157,6793,2686.5128,1235.938,495.833,2333.229,-4.256,7.89,-2.42E-06,-2.95E-05,-4.19E-05,B,0
110167,6794,53.2981,37.275,14.955,35.038,2.786,6.42,-3.96E-06,1.0843549442e-06,6.0216958824e-06,A,0
110172,0,276.5647,138.402,55.533,232.914,1.51,8.719,-3.96E-05,-2.79E-05,-5.39E-05,K,0
110175,6795,45.0342,37.585,15.081,-19.697,5.872,9.14,1.0838439381e-05,-2.06E-06,-3.87E-05,K,0
110195,0,123.1903,114.302,45.872,-2.573,3.87,9.323,2.8135995866e-06,-2.56E-06,-1.29E-05,F,0
110201,6797,277.6504,254.287,102.057,-44.856,-0.357,6.86,-6.45E-06,3.6961071213e-05,-4.45E-05,K,0
110207,6798,342.8079,315.527,126.648,-43.823,0.835,8.51,-1.27E-05,-1.79E-05,-2.99E-05,K,0
110210,0,698.5461,372.175,149.389,571.957,0.641,9.862,-3.08E-06,1.5567289830399998e-05,-2.20E-05,A,0
110224,6799,373.7283,241.595,96.985,-268.14,-0.903,6.96,2.68359963476e-05,1.2412338169e-05,2.55932295124e-05,K,0
110228,0,383.9716,232.635,93.39,290.85,0.904,8.825,3.9357689822e-06,1.7332304899799997e-05,-8.71E-06,A,0
110230,6800,255.1359,236.052,94.762,19.849,2.026,9.06,2.9852976362e-06,-1.81E-05,-1.94E-05,A,0
110237,6801,88.3491,70.635,28.359,44.856,3.269,8,-1.83E-05,2.93245960546e-05,1.3265718356e-06,F,0
110243,6802,155.7327,104.072,41.789,-108.052,3.888,9.85,1.8605732101e-05,-7.92E-05,-9.63E-05,G,0
110247,0,444.9871,99.383,39.907,-431.908,1.144,9.386,-5.59E-06,2.25547872418e-05,-4.11E-05,K,0
110287,0,201.6603,186.266,74.822,19.325,3.266,9.789,5.769258868999999e-06,-2.09E-05,-3.42E-05,F,0
110293,6803,447.8681,397.874,159.84,129.357,0.364,8.62,-3.29E-05,-2.95E-05,-4.20E-05,K,0
110315,0,256.0041,180.75,72.632,-166.109,2.709,9.75,-1.14E-05,3.98830040928e-05,-7.59E-06,F,0
110333,6805,368.1305,340.796,136.96,24.895,0.78,8.61,-2.41E-05,-3.11E-05,-5.09E-05,K,0
110346,6806,162.5607,104.49,41.998,-117.235,1.655,7.71,-3.46E-06,3.390832077159999e-05,-6.86E-06,A,0
110369,0,239.4611,200.815,80.729,-102.459,1.799,8.695,-2.66E-05,5.15881098194e-05,-1.15E-05,F,0
110371,6808,425.8892,367.128,147.593,157.527,0.844,8.99,3.0578605024e-06,-2.03E-05,-1.50E-05,K,0
110378,0,82.2557,38.995,15.678,-70.708,4.646,9.222,-1.55E-06,-6.29E-06,-4.63E-05,G,0
110382,0,224.7688,206.716,83.113,-29.697,3.221,9.98,-7.61E-06,4.729872461599999e-06,-2.35E-05,G,0
110386,6809,254.7923,146.162,58.769,200.255,1.049,8.08,2.73204301304e-05,1.4298972690199998e-05,1.73098206314e-05,K,0
110402,6810,662.2517,407.112,163.713,-496.019,-0.685,8.42,7.527528657879998e-05,0.000148645,0.000110843,K,0
110403,6811,585.9293,220.443,88.649,535.593,-1.859,6.98,-1.39E-06,-1.78E-05,-1.57E-05,K,0
110420,0,279.6014,236.95,95.302,-113.794,1.873,9.106,9.7591944978e-06,2.16748347376e-05,6.74528052e-08,A,0
110430,6812,106.5833,31.042,12.487,-101.195,2.122,7.26,2.66673643346e-05,1.0041269864999998e-05,5.288913134999999e-06,G,0
110435,6813,28.7909,18.753,7.544,20.502,2.534,4.83,9.126568946e-07,5.412678812419999e-05,-5.14E-07,F,0
110436,6814,250.3859,198.905,80.016,129.334,1.517,8.51,1.1543627799e-05,-1.26E-05,-9.94E-06,A,0
110444,6815,74.5156,68.829,27.691,6.951,2.649,7.01,-8.18E-06,-1.04E-05,-5.08E-05,G,0
110458,0,101.0682,91.045,36.638,24.15,4.344,9.367,-6.92E-06,2.52467673766e-05,-1.76E-05,F,0
110466,6816,459.141,330.353,132.946,-289.832,-0.07,8.24,-1.65E-05,-3.14E-05,-3.37E-05,K,0
110485,0,653.5235,589.34,237.229,-153.275,0.467,9.543,-6.96E-05,7.5577802189999985e-06,-3.58E-05,G,0
110487,6817,104.0503,78.677,31.671,60.277,3.654,8.74,4.2812091058e-06,-9.20E-08,-1.64E-05,F,0
110492,0,392.8705,250.712,100.923,285.141,1.519,9.49,-1.86E-05,8.983487237999999e-07,4.08467615974e-05,K,0
110493,0,48.2827,29.889,12.032,35.96,5.4,8.819,9.0386758968e-06,-1.83E-05,-8.35E-06,G,0
110502,6819,126.8848,99.856,40.199,67.176,1.263,6.78,-1.70E-05,-2.34E-05,-7.82E-05,K,0
110513,0,127.4221,87.003,35.029,86.254,3.643,9.169,1.9867917168e-06,7.789776988399999e-06,-5.08E-06,G,0
110531,0,542.554,497.381,200.297,82.813,1.059,9.731,-3.26E-05,-7.47E-06,-7.81E-06,K,0
110537,6820,366.2689,155.44,62.6,325.688,1.091,8.91,-2.03E-06,1.38779036638e-05,-8.23E-06,B,0
110540,0,181.6969,116.578,46.95,-131.221,3.597,9.894,-7.10E-06,-2.92E-05,-6.93E-06,G,0
110542,6821,588.3088,140.84,56.724,-568.378,-1.268,7.58,2.4359660787e-05,3.99545449468e-05,-1.14E-05,M,0
110547,0,201.2639,153.324,61.758,114.826,3.205,9.724,-1.96E-05,-2.00E-05,-3.09E-05,G,0
110558,0,647.2047,389.74,157.001,492.267,0.011,9.066,-2.88E-06,-3.92E-06,-1.76E-05,A,0
110565,0,667.3941,605.622,243.98,-138.239,0.304,9.426,7.491349425999999e-06,2.95800991046e-05,-1.37E-05,G,0
110573,6822,118.2628,107.715,43.397,-22.366,0.766,6.13,-3.17E-05,9.69051527796e-05,8.3825440644e-06,K,0
110584,6823,390.4917,276.09,111.241,252.752,-1.368,6.59,5.7600607592e-06,1.20863162772e-05,-1.32E-05,B,0
110587,6824,879.4213,267.485,107.777,-830.794,-1.131,8.59,3.9388350188e-06,3.3736622722e-06,1.42294758606e-05,K,0
110592,0,459.9608,351.055,141.457,261.37,-0.156,8.158,-1.93E-05,-3.42E-06,-6.22E-05,K,0
110610,6825,475.5326,386.15,155.632,-229.779,-0.026,8.36,2.23350546188e-05,2.38394565772e-05,-7.61E-06,G,0
110619,6826,203.0823,187.783,75.695,-15.822,2.742,9.28,1.22396181072e-05,4.3374197768e-06,-9.27E-06,F,0
110621,6827,272.8246,200.297,80.741,-166.719,1.371,8.55,1.88183106386e-05,1.44982650692e-05,1.08343513322e-05,F,0
110657,0,1119.8811,819.05,330.274,688.629,-0.713,9.533,-2.26E-06,-4.88E-05,-4.63E-05,K,0
110661,0,574.6888,153.43,61.871,-550.362,0.189,8.986,-2.07E-05,0.000103255,1.2933564390999998e-05,K,0
110671,6828,276.824,48.808,19.686,-271.775,0.759,7.97,1.3909586041999998e-06,3.0982299843e-05,-1.25E-05,K,0
110679,0,99.3674,15.311,6.176,97.986,4.801,9.787,-1.15E-05,9.9973233404e-06,-2.83E-05,G,0
110687,6829,335.5497,205.744,82.995,251.744,1.951,9.58,-1.22E-05,1.25063632914e-05,-1.24E-05,A,0
110719,0,424.0025,143.517,57.914,394.749,1.146,9.283,-4.76E-05,4.25136634956e-05,-1.01E-05,K,0
110723,6830,143.0726,119.57,48.253,62.004,2.632,8.41,-1.84E-06,1.26341148164e-05,-6.28E-06,F,0
110725,0,88.7167,64.223,25.917,55.447,4.919,9.659,3.1365554417999995e-06,3.6342753832e-05,-2.30E-06,K,0
110734,6831,2580.9532,1224.227,494.09,2217.761,-2.109,9.95,1.97013291794e-05,-1.79E-05,-6.88E-06,B,0
110740,0,250.864,194.631,78.555,137.407,2.824,9.821,-1.97E-05,-1.82E-05,-1.14E-05,F,0
110747,6832,124.9217,115.616,46.666,-7.786,2.347,7.83,1.0299838951599998e-05,1.1109272613999998e-05,-1.48E-05,F,0
110753,0,1013.9141,670.313,270.568,710.981,-0.793,9.237,1.7599050084e-05,-7.37E-06,-1.38E-05,B,0
110754,0,642.3419,460.512,185.885,407.405,-0.181,8.858,5.2061301468e-06,-1.54E-05,-1.91E-05,G,0
110755,6833,48.0984,44.575,17.993,-1.671,5.189,8.6,-2.64E-05,-5.24E-05,-3.16E-05,G,0
110787,0,552.7454,199.302,80.477,509.244,0.909,9.622,1.8948106188e-06,-1.75E-07,-3.20E-05,K,0
110791,0,126.7316,111.117,44.869,41.239,3.913,9.427,2.0297162292e-06,2.61972387226e-05,-1.27E-05,F,0
110794,0,466.2943,345.264,139.421,280.687,0.907,9.25,2.05751496104e-05,8.49946226008e-05,-1.94E-05,K,0
110801,0,1326.7095,645.402,260.641,1129.46,-1.034,9.58,5.7467746006e-06,-3.50E-06,-2.48E-06,B,0
110809,0,934.8121,791.444,319.652,381.199,-0.349,9.505,1.03448074884e-05,6.832458160659999e-05,-6.41E-06,K,0
110829,6835,165.7067,142.418,57.534,-62.174,0.473,6.57,7.900154305999999e-07,4.109511056199999e-06,3.922482823599999e-06,K,0
110841,0,347.6624,290.366,117.316,150.975,2.042,9.748,1.4835529095199998e-05,3.0992519964999995e-05,-1.48E-05,A,0
110845,0,861.2964,562.323,227.198,611.56,0.296,9.972,-1.28E-05,2.08623350386e-05,-2.79E-05,A,0
110862,6837,202.7579,180.719,73.024,55.848,1.445,7.98,-2.31E-05,2.9801875751999995e-06,-8.05E-05,K,0
110864,6838,205.4029,101.524,41.024,-173.782,2.757,9.32,-1.12E-05,-1.96E-05,-2.63E-05,F,0
110872,6839,218.0385,127.217,51.409,169.451,2.747,9.44,3.5228760534e-06,9.5241316918e-06,-5.54E-06,A,0
110875,6840,96.2276,89.161,36.032,-3.418,2.124,7.04,-9.50E-07,1.3480340918e-06,-1.06E-05,F,0
110876,6841,363.837,161.866,65.414,319.214,1.485,9.29,1.768081106e-06,1.70604496546e-05,-1.42E-05,B,0
110891,6842,188.5416,155.598,62.893,-85.917,1.033,7.41,1.28201210368e-05,8.3917421742e-05,4.268842758179999e-05,G,0
110905,6843,200.6928,174.357,70.484,-70.067,0.777,7.29,-4.24E-06,-4.06E-05,-3.43E-05,K,0
110906,0,366.7894,183.726,74.272,308.647,1.27,9.092,-7.21E-06,4.08457395852e-05,-1.92E-05,A,0
110918,0,169.3979,145.264,58.73,-64.38,3.016,9.161,-1.99E-05,-8.69E-06,-4.01E-05,G,0
110921,6845,385.5949,336.332,135.985,-130.662,0.769,8.7,2.1007460771e-05,2.13222405286e-05,3.9878916044e-06,K,0
110923,0,347.5098,314.189,127.036,76.88,1.692,9.397,-1.37E-05,5.660925575799999e-06,-2.21E-05,K,0
110930,0,590.4527,309.931,125.318,-486.695,0.887,9.743,-2.86E-06,6.6062868608e-06,-2.02E-05,K,0
110952,6846,118.0764,107.789,43.59,-20.58,3.499,8.86,8.161789429199999e-06,2.12874921138e-05,2.41777426154e-05,F,0
110959,0,506.9182,451.282,182.506,-141.43,1.174,9.699,-5.42E-05,6.85228519734e-05,-4.01E-05,K,0
110982,6848,485.2242,324.239,131.156,336.318,-0.23,8.2,3.4268069066e-06,1.12155618828e-05,-7.68E-06,A,0
110985,6849,57.3066,50.732,20.522,-17.005,3.579,7.37,1.48406391562e-05,2.04085616218e-05,-3.08E-06,F,0
111006,6850,204.892,127.7,51.666,151.671,0.972,7.53,1.4062887871999998e-06,2.61287639052e-05,-1.01E-05,A,0
111011,6852,856.8234,585.906,237.068,578.497,-1.274,8.39,2.2198104984e-06,-3.07E-05,-0.000126138,M,0
111013,6851,103.3058,67.626,27.363,-73.145,4.399,9.47,4.5919008146e-06,5.837631485179999e-05,2.6083795368399995e-05,G,0
111014,6853,513.0761,442.345,178.987,-188.524,0.519,9.07,5.830579601e-06,-8.48E-06,-9.52E-06,K,0
111018,6854,55.492,45.397,18.37,-26.096,4.009,7.73,2.1595117786e-05,4.065360129159999e-05,-5.98E-07,F,0
111020,0,495.2603,308.204,124.717,367.068,0.925,9.399,1.1515011457399998e-05,-8.40E-07,-9.38E-06,A,0
111034,6855,276.8851,203.343,82.293,168.952,1.789,9,-9.09E-06,2.04576182074e-05,-5.41E-06,A,0
111048,6856,39.8249,22.402,9.067,-31.654,6.349,9.35,-9.27E-06,1.83727133194e-05,-1.15E-05,K,0
111084,0,526.6576,430.292,174.226,-248.723,1.27,9.878,-2.48E-05,-1.17E-05,-6.17E-05,K,0
111096,0,183.0286,149.419,60.512,-86.67,3.317,9.63,1.727200618e-07,3.88241994536e-05,5.3798722208e-06,G,0
111110,0,430.4513,377.818,153.023,138.298,1.169,9.339,-1.36E-05,-5.00E-05,-1.49E-05,G,0
111114,6857,226.0195,199.166,80.667,-70.077,1.929,8.7,-1.36E-05,-1.40E-07,-1.72E-05,A,0
111127,6858,511.3882,340.668,137.996,355.556,-1.894,6.65,9.4934713258e-06,7.1254690584e-06,-1.48E-05,B,0
111128,0,446.5759,266.226,107.842,341.941,1.433,9.682,8.0442580262e-06,1.0715797916999998e-05,-9.64E-06,A,0
111149,0,638.435,229.569,93.017,588.426,-0.015,9.011,8.229242234399999e-06,-1.59E-05,-6.99E-07,A,0
111151,0,562.464,420.852,170.525,331.92,1.063,9.813,-2.62E-05,3.97061959822e-05,-6.21E-05,K,0
111169,0,516.3629,264.325,107.123,430.451,0.251,8.816,1.4471692752e-06,2.67797856766e-05,-7.55E-06,A,0
111193,6859,95.7382,86.706,35.15,-20.307,2.005,6.91,8.881286017999998e-06,1.7842288987599997e-05,-1.27E-05,F,0
111202,0,271.7911,250.462,101.545,-28.773,1.143,8.314,-2.43E-05,1.52729503168e-05,-1.86E-05,K,0
111211,0,209.4461,169.639,68.783,101.78,3.034,9.639,-1.19E-06,1.39780608594e-05,-5.82E-06,F,0
111232,0,183.133,156.613,63.517,70.538,3.579,9.893,5.470831306599999e-06,-1.05E-05,1.84187038684e-05,F,0
111244,6860,380.326,341.247,138.418,95.075,0.759,8.66,-6.72E-06,3.41801760168e-05,-5.53E-06,G,0
111245,6861,298.494,181.448,73.6,-225.296,-0.415,6.96,3.255108857e-06,3.13410261252e-05,2.1084111686e-06,G,0
111250,6862,44.5038,35.512,14.405,22.626,3.658,6.9,-1.02E-05,5.5679224656e-06,-1.97E-05,F,0
111251,6864,430.8439,293.022,118.867,292.635,-0.472,7.7,1.2172165302e-05,-2.27E-05,-2.85E-05,G,0
111252,6863,248.7562,126.562,51.341,207.908,2.431,9.41,-4.40E-06,3.07400829516e-05,-4.91E-06,A,0
111265,0,847.6917,467.488,189.656,681.224,-0.357,9.284,3.7620269082e-06,1.6525937274e-06,-2.34E-05,A,0
111278,6865,483.8303,362.354,147.026,-284.911,0.647,9.07,2.31015637688e-05,1.5031755437599998e-05,4.149369532e-07,K,0
111299,6866,193.7984,153.118,62.143,-101.247,1.683,8.12,-5.43E-06,5.06417265222e-05,-2.55E-06,F,0
111304,0,602.1085,401.876,163.111,417.642,0.82,9.718,5.433016855199999e-06,4.06035226938e-05,-4.00E-05,G,0
111309,6867,74.8438,50.455,20.479,-51.347,-0.961,3.41,-2.74E-05,-1.80E-05,-7.28E-05,K,0
111320,0,1019.664,937.797,380.669,-123.862,-0.449,9.593,-9.53E-05,-5.74E-05,-3.06E-05,K,0
111331,6868,118.0088,108.288,43.961,16.345,0.86,6.22,-2.13E-05,6.10182163888e-05,-3.89E-06,K,0
111335,0,782.9383,513.61,208.514,552.919,-1.15,8.319,-3.29E-06,-1.16E-05,-3.68E-05,A,0
111355,0,106.2621,97.399,39.552,-15.512,4.175,9.307,3.643473493e-06,-3.23E-05,-8.74E-05,G,0
111356,6869,51.5043,45.615,18.524,15.127,3.041,6.6,-6.74E-07,3.0021608375e-05,-5.45E-06,F,0
111363,6870,279.3512,248.911,101.085,-76.566,1.799,9.03,-1.71E-05,1.09569927962e-05,-4.13E-05,G,0
111364,0,190.7784,160.972,65.373,78.809,2.79,9.193,1.0429634501e-05,2.3044331085599995e-05,-2.06E-05,F,0
111385,6871,686.8354,338.885,137.653,581.336,-1.144,8.04,1.01966157194e-05,9.894100108199998e-06,-1.41E-05,A,0
111388,6872,911.6432,673.915,273.753,549.537,-2.289,7.51,1.3633642748e-06,3.23119377152e-05,-5.48E-05,B,0
111406,0,309.9191,240.763,97.819,-168.863,1.881,9.337,6.6492113732e-06,-2.34E-06,-7.92E-06,A,0
111414,6873,123.0129,112.866,45.863,17.031,2.59,8.04,-2.50E-05,6.33984828026e-05,-5.37E-06,F,0
111441,6874,815.4681,502.349,204.18,609.052,-1.047,8.51,-2.66E-07,1.4216189701999998e-06,-1.69E-05,B,0
111442,0,149.0091,101.92,41.426,100.498,3.431,9.297,1.9556203447e-05,8.779084797999999e-06,-1.61E-05,F,0
111448,0,134.5418,114.928,46.716,-52.064,3.639,9.283,1.1246222248799998e-05,-1.51E-05,-4.23E-06,F,0
111453,6875,111.1912,35.014,14.233,-104.57,3.47,8.7,2.0726407416e-05,1.4708799582399998e-05,7.2583306444e-06,F,0
111461,6876,220.2986,187.206,76.104,-87.714,2.035,8.75,2.9346058310799995e-05,-1.39E-06,-7.73E-06,F,0
111478,0,418.677,371.092,150.891,121.708,1.021,9.13,-1.12E-05,3.73412597514e-05,-7.18E-06,K,0
111494,0,383.4571,185.368,75.389,327.1,2.029,9.948,-2.88E-06,-2.12E-05,-1.84E-05,A,0
111503,0,139.6498,129.099,52.508,8.862,3.982,9.707,4.283253130199999e-06,-2.67E-05,-5.04E-05,G,0
111504,0,224.4746,64.457,26.217,-213.417,2.314,9.07,4.5724825828e-06,3.01524259366e-05,6.538834055599999e-06,F,0
111517,0,182.1662,85.563,34.806,-157.01,3.118,9.42,-4.71E-06,-2.06E-05,-1.56E-05,F,0
111524,0,367.7716,299.113,121.685,-176.011,1.772,9.6,2.72897697644e-05,0.000101054,-4.99E-05,K,0
111547,6877,309.9161,226.331,92.098,-190.631,0.374,7.83,-3.24E-05,4.019573982599999e-05,-1.11E-05,K,0
111553,6878,33.3993,22.893,9.316,22.464,4.041,6.66,1.29509385984e-05,1.45360795206e-05,-5.46E-06,F,0
111568,0,278.6869,151.714,61.746,225.47,2.606,9.832,-1.28E-06,-7.38E-05,-5.63E-05,F,0
111588,6879,263.8828,53.746,21.878,-257.423,2.653,9.76,1.89900086882e-05,1.82725561238e-05,5.5178438678e-06,F,0
111604,6880,196.6422,178.451,72.65,-39.313,1.102,7.57,1.5687887269999998e-06,-1.50E-05,-2.07E-05,A,0
111621,6882,325.6878,212.726,86.617,230.907,0.986,8.55,4.374212216e-06,1.0574760233399998e-05,6.520437836e-07,F,0
111637,0,346.0044,310.021,126.25,87.559,2.042,9.737,-1.92E-05,5.340422549879999e-05,-8.91E-06,K,0
111650,0,663.3312,380.926,155.142,520.418,-0.153,8.956,-1.67E-05,4.540289198499999e-05,-5.95E-06,M,0
111656,0,241.0943,220.877,89.964,35.301,2.402,9.313,9.1694934584e-06,-2.53E-06,-1.23E-05,F,0
111667,6883,329.7848,182.245,74.243,-264.637,2.249,9.84,2.00743636324e-05,1.96972411306e-05,6.471381250399999e-06,A,0
111671,0,470.85,146.934,59.86,443.313,1.465,9.829,-1.86E-05,4.07384283042e-05,-2.96E-06,K,0
111678,6884,150.2846,139.153,56.695,-2.766,3.035,8.92,3.761004896e-06,2.31884348058e-05,-3.59E-05,F,0
111685,0,191.6835,86.183,35.115,-167.577,2.87,9.283,2.13120204066e-05,9.68489421086e-05,3.12541550882e-05,F,0
111689,0,697.4148,435.149,177.318,515.355,0.323,9.54,9.2308141904e-06,1.10673701138e-05,-1.16E-05,A,0
111697,0,103.4724,63.137,25.729,-77.835,3.617,8.691,-1.05E-05,-2.54E-05,1.24051840836e-05,F,0
111704,0,657.0553,371.755,151.509,-520.159,0.493,9.581,-5.05E-06,6.46995043332e-05,-1.04E-05,K,0
111705,6886,165.2756,56.9,23.19,-153.429,1.399,7.49,-2.06E-06,-3.10E-05,-2.47E-05,K,0
111713,0,194.9947,131.404,53.558,-133.744,2.015,8.465,1.3373029637e-05,3.06409477682e-05,-8.03E-06,F,0
111721,6887,221.5871,143.481,58.486,158.409,0.992,7.72,-3.50E-05,5.51610644706e-05,-1.92E-05,K,0
111742,6888,93.4935,71.972,29.344,-51.961,1.736,6.59,-6.66E-06,-1.90E-05,-9.36E-06,A,0
111755,0,313.6727,251.812,102.681,-156.326,1.017,8.499,-3.12E-05,9.082724622619998e-05,8.9191004694e-06,K,0
111757,6889,420.4655,240.322,97.996,330.807,0.591,8.71,1.1430184444799998e-05,8.456128942799998e-06,-7.41E-06,A,0
111759,0,450.5659,375.76,153.224,-195.798,0.794,9.063,3.54014805958e-05,0.000135586,-7.57E-05,K,0
111765,6891,148.1893,133.351,54.38,-34.933,2.976,8.83,-7.68E-06,-2.27E-06,-5.22E-05,F,0
111767,0,525.9417,375.971,153.322,334.294,0.931,9.536,-1.68E-05,3.19746736892e-05,2.7134423909999994e-06,K,0
111768,6890,40.1563,31.666,12.914,21.048,6.271,9.29,-1.64E-05,7.114124722979999e-05,2.171775925e-05,K,0
111774,6892,142.6603,113.925,46.463,-72.209,3.768,9.54,-1.66E-05,2.36943308448e-05,-1.09E-05,G,0
111781,6893,823.9224,318.289,129.82,748.791,0.141,9.72,1.5473264707999998e-06,2.01428384498e-05,-4.15E-06,B,0
111795,0,358.3632,174.144,71.035,305.045,1.106,8.878,2.26467683398e-05,-7.30E-06,-1.12E-05,F,0
111798,0,672.1862,622.345,253.872,8.349,0.569,9.706,-3.03E-06,1.1313675054e-05,-5.85E-06,K,0
111804,0,256.6529,237.416,96.855,11.12,2.831,9.878,-5.52E-06,-3.72E-05,-2.19E-05,F,0
111805,6894,502.353,423.79,172.892,-207.048,0.425,8.93,-0.000127332,8.890075322919999e-05,-7.60E-06,G,0
111831,0,794.0024,408.439,166.666,660.182,-0.227,9.272,-1.22E-05,-5.33E-07,-3.05E-05,K,0
111838,6897,108.9311,91.557,37.363,-45.688,1.844,7.03,6.842371678999999e-06,-1.59E-06,-4.41E-06,A,0
111861,0,252.1993,94.609,38.615,230.57,2.7,9.709,-1.24E-05,-4.03E-06,-1.58E-05,F,0
111868,0,159.8956,144.356,58.926,-35.436,3.424,9.443,9.2921349224e-06,-2.04E-05,-4.32E-06,G,0
111879,6899,489.4615,362.698,148.068,-293.425,-0.989,7.46,-7.28E-06,3.97603626288e-05,4.159589654e-07,M,0
111880,6900,585.9629,526.754,215.044,140.139,0.261,9.1,1.6086472028e-06,-8.49E-06,-1.73E-05,K,0
111881,0,308.608,209.827,85.662,209.461,1.839,9.286,-1.05E-05,1.98025083872e-05,-9.38E-05,K,0
111901,0,215.3612,128.886,52.63,164.313,2.529,9.195,5.6077809414e-06,4.645556455099999e-05,-4.33E-07,F,0
111909,0,116.4254,23.989,9.797,113.505,4.412,9.742,4.810100419299999e-05,3.678426310239999e-05,4.0170189521e-05,F,0
111913,0,640.8551,590.055,240.978,66.78,0.921,9.955,-2.84E-06,5.66613783802e-05,3.27360727782e-05,K,0
111914,0,149.1405,84.548,34.529,117.908,3.22,9.088,1.5150308852799998e-05,4.936318926e-06,-1.53E-06,G,0
